aar;fylke_nr_navn;kommune_nr_navn;stoenadsomraade_gruppe;kapittel;stoenadsomraade;utbetalt_mill_kr;oppdatert_dato
2016;20 Finnmark Finnmárku;2015 Hasvik;Barn og foreldre;0845;Barnetrygd;2,65;24102018
2016;20 Finnmark Finnmárku;2015 Hasvik;Barn og foreldre;2530;Foreldrepenger;2,60;24102018
2016;20 Finnmark Finnmárku;2015 Hasvik;Pensjoner;0660;Krigspensjon;1,93;24102018
2016;20 Finnmark Finnmárku;2015 Hasvik;Pensjoner;2670;Alderspensjon;43,84;24102018
2016;20 Finnmark Finnmárku;2015 Hasvik;Pensjoner;2680;Ytelser til gjenlevende;0,67;24102018
2016;20 Finnmark Finnmárku;2015 Hasvik;Øvrig;2661;Grunn- og hjelpestønad;0,93;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Arbeidsliv og sykdom;0634;Tiltakspenger;0,13;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Arbeidsliv og sykdom;2541;Dagpenger;1,92;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,71;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Arbeidsliv og sykdom;2650;Sykepenger;11,46;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;14,84;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;24,65;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,03;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Barn og foreldre;0844;Kontantstøtte;0,19;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Barn og foreldre;0845;Barnetrygd;2,27;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Barn og foreldre;2530;Foreldrepenger;2,02;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Pensjoner;0660;Krigspensjon;0,17;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Pensjoner;0667;Supplerende stønad;0,04;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Pensjoner;2670;Alderspensjon;62,47;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Pensjoner;2680;Ytelser til gjenlevende;0,09;24102018
2016;20 Finnmark Finnmárku;2017 Kvalsund;Øvrig;2661;Grunn- og hjelpestønad;0,92;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Arbeidsliv og sykdom;0634;Tiltakspenger;0,42;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Arbeidsliv og sykdom;2541;Dagpenger;4,91;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,88;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Arbeidsliv og sykdom;2650;Sykepenger;9,30;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;8,11;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;21,77;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,04;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Barn og foreldre;0844;Kontantstøtte;0,11;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Barn og foreldre;0845;Barnetrygd;2,52;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Barn og foreldre;2530;Foreldrepenger;2,19;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Pensjoner;0660;Krigspensjon;0,01;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Pensjoner;2670;Alderspensjon;68,70;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Pensjoner;2680;Ytelser til gjenlevende;0,43;24102018
2016;20 Finnmark Finnmárku;2018 Måsøy;Øvrig;2661;Grunn- og hjelpestønad;0,64;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Arbeidsliv og sykdom;0634;Tiltakspenger;0,81;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Arbeidsliv og sykdom;2541;Dagpenger;9,07;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;2,12;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Arbeidsliv og sykdom;2650;Sykepenger;25,34;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;25,97;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;65,98;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,48;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Barn og foreldre;0844;Kontantstøtte;0,31;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Barn og foreldre;0845;Barnetrygd;7,96;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Barn og foreldre;2530;Foreldrepenger;5,46;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Pensjoner;0660;Krigspensjon;0,23;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Pensjoner;2670;Alderspensjon;143,44;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Pensjoner;2680;Ytelser til gjenlevende;1,80;24102018
2016;20 Finnmark Finnmárku;2019 Nordkapp;Øvrig;2661;Grunn- og hjelpestønad;2,43;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Arbeidsliv og sykdom;0634;Tiltakspenger;0,59;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Arbeidsliv og sykdom;2541;Dagpenger;7,62;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;2,13;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Arbeidsliv og sykdom;2650;Sykepenger;42,54;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;50,95;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;92,48;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,39;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Barn og foreldre;0844;Kontantstøtte;0,86;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Barn og foreldre;0845;Barnetrygd;9,71;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Barn og foreldre;2530;Foreldrepenger;9,31;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Pensjoner;0660;Krigspensjon;1,02;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Pensjoner;0667;Supplerende stønad;0,21;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Pensjoner;2670;Alderspensjon;176,36;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Pensjoner;2680;Ytelser til gjenlevende;2,04;24102018
2016;20 Finnmark Finnmárku;2020 Porsanger - Porsángu - Porsanki;Øvrig;2661;Grunn- og hjelpestønad;4,35;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Arbeidsliv og sykdom;0634;Tiltakspenger;0,20;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Arbeidsliv og sykdom;2541;Dagpenger;6,03;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;1,56;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Arbeidsliv og sykdom;2650;Sykepenger;24,23;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;25,04;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;35,16;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,26;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Barn og foreldre;0844;Kontantstøtte;0,20;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Barn og foreldre;0845;Barnetrygd;7,21;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Barn og foreldre;2530;Foreldrepenger;8,48;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Pensjoner;0660;Krigspensjon;0,16;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Pensjoner;2670;Alderspensjon;96,34;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Pensjoner;2680;Ytelser til gjenlevende;0,38;24102018
2016;20 Finnmark Finnmárku;2021 Kárášjohka - Karasjok;Øvrig;2661;Grunn- og hjelpestønad;2,91;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Arbeidsliv og sykdom;0634;Tiltakspenger;0,18;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Arbeidsliv og sykdom;2541;Dagpenger;3,82;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,42;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Arbeidsliv og sykdom;2650;Sykepenger;6,34;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;11,47;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;37,99;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,05;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Barn og foreldre;0844;Kontantstøtte;0,19;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Barn og foreldre;0845;Barnetrygd;3,29;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Barn og foreldre;2530;Foreldrepenger;2,21;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Pensjoner;0660;Krigspensjon;0,28;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Pensjoner;2670;Alderspensjon;57,87;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Pensjoner;2680;Ytelser til gjenlevende;0,66;24102018
2016;20 Finnmark Finnmárku;2022 Lebesby;Øvrig;2661;Grunn- og hjelpestønad;1,50;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Arbeidsliv og sykdom;0634;Tiltakspenger;0,06;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Arbeidsliv og sykdom;2541;Dagpenger;5,22;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,61;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Arbeidsliv og sykdom;2650;Sykepenger;10,12;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;6,71;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;24,91;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,01;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Barn og foreldre;0844;Kontantstøtte;0,29;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Barn og foreldre;0845;Barnetrygd;2,28;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Barn og foreldre;2530;Foreldrepenger;1,98;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Pensjoner;0660;Krigspensjon;0,05;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Pensjoner;2670;Alderspensjon;49,19;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Pensjoner;2680;Ytelser til gjenlevende;0,06;24102018
2016;20 Finnmark Finnmárku;2023 Gamvik;Øvrig;2661;Grunn- og hjelpestønad;0,73;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Arbeidsliv og sykdom;0634;Tiltakspenger;0,13;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Arbeidsliv og sykdom;2541;Dagpenger;3,04;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,34;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Arbeidsliv og sykdom;2650;Sykepenger;11,58;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;6,39;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;18,32;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,02;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Barn og foreldre;0844;Kontantstøtte;0,16;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Barn og foreldre;0845;Barnetrygd;2,08;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Barn og foreldre;2530;Foreldrepenger;2,08;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Pensjoner;0660;Krigspensjon;0,49;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Pensjoner;2670;Alderspensjon;51,56;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Pensjoner;2680;Ytelser til gjenlevende;0,18;24102018
2016;20 Finnmark Finnmárku;2024 Berlevåg;Øvrig;2661;Grunn- og hjelpestønad;0,62;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Arbeidsliv og sykdom;0634;Tiltakspenger;0,48;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Arbeidsliv og sykdom;2541;Dagpenger;6,95;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;1,46;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Arbeidsliv og sykdom;2650;Sykepenger;25,20;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;22,35;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;54,39;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,23;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Barn og foreldre;0844;Kontantstøtte;0,44;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Barn og foreldre;0845;Barnetrygd;7,02;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Barn og foreldre;2530;Foreldrepenger;8,20;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Pensjoner;0660;Krigspensjon;0,39;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Pensjoner;0667;Supplerende stønad;0,13;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Pensjoner;2670;Alderspensjon;130,27;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Pensjoner;2680;Ytelser til gjenlevende;2,00;24102018
2016;20 Finnmark Finnmárku;2025 Deatnu - Tana;Øvrig;2661;Grunn- og hjelpestønad;2,90;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Arbeidsliv og sykdom;0634;Tiltakspenger;0,26;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Arbeidsliv og sykdom;2541;Dagpenger;1,83;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,80;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Arbeidsliv og sykdom;2650;Sykepenger;7,80;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;5,35;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;18,38;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,03;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Barn og foreldre;0844;Kontantstøtte;0,09;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Barn og foreldre;0845;Barnetrygd;2,31;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Barn og foreldre;2530;Foreldrepenger;0,88;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Pensjoner;2670;Alderspensjon;48,28;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Pensjoner;2680;Ytelser til gjenlevende;0,18;24102018
2016;20 Finnmark Finnmárku;2027 Unjárga - Nesseby;Øvrig;2661;Grunn- og hjelpestønad;0,62;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Arbeidsliv og sykdom;0634;Tiltakspenger;0,88;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Arbeidsliv og sykdom;2541;Dagpenger;7,65;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;2,88;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Arbeidsliv og sykdom;2650;Sykepenger;19,66;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;20,24;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;41,68;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,11;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Barn og foreldre;0844;Kontantstøtte;0,41;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Barn og foreldre;0845;Barnetrygd;5,94;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Barn og foreldre;2530;Foreldrepenger;5,46;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Pensjoner;0660;Krigspensjon;0,04;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Pensjoner;2670;Alderspensjon;85,86;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Pensjoner;2680;Ytelser til gjenlevende;1,31;24102018
2016;20 Finnmark Finnmárku;2028 Båtsfjord;Øvrig;2661;Grunn- og hjelpestønad;1,46;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Arbeidsliv og sykdom;0634;Tiltakspenger;1,63;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Arbeidsliv og sykdom;2541;Dagpenger;59,66;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;5,70;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Arbeidsliv og sykdom;2650;Sykepenger;91,82;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;74,28;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;196,88;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;0,84;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Barn og foreldre;0844;Kontantstøtte;1,39;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Barn og foreldre;0845;Barnetrygd;27,17;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Barn og foreldre;2530;Foreldrepenger;26,24;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Pensjoner;0660;Krigspensjon;0,48;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Pensjoner;0667;Supplerende stønad;0,87;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Pensjoner;2670;Alderspensjon;371,70;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Pensjoner;2680;Ytelser til gjenlevende;2,59;24102018
2016;20 Finnmark Finnmárku;2030 Sør-Varanger;Øvrig;2661;Grunn- og hjelpestønad;8,48;24102018
2017;01 Østfold;0101 Halden;Arbeidsliv og sykdom;0634;Tiltakspenger;10,52;24102018
2017;01 Østfold;0101 Halden;Arbeidsliv og sykdom;2541;Dagpenger;58,15;24102018
2017;01 Østfold;0101 Halden;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;23,08;24102018
2017;01 Østfold;0101 Halden;Arbeidsliv og sykdom;2650;Sykepenger;216,67;24102018
2017;01 Østfold;0101 Halden;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;251,27;24102018
2017;01 Østfold;0101 Halden;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;718,59;24102018
2017;01 Østfold;0101 Halden;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;2,63;24102018
2017;01 Østfold;0101 Halden;Barn og foreldre;0844;Kontantstøtte;8,26;24102018
2017;01 Østfold;0101 Halden;Barn og foreldre;0845;Barnetrygd;82,89;24102018
2017;01 Østfold;0101 Halden;Barn og foreldre;2530;Foreldrepenger;93,36;24102018
2017;01 Østfold;0101 Halden;Pensjoner;0660;Krigspensjon;1,58;24102018
2017;01 Østfold;0101 Halden;Pensjoner;0667;Supplerende stønad;1,46;24102018
2017;01 Østfold;0101 Halden;Pensjoner;2670;Alderspensjon;1359,60;24102018
2017;01 Østfold;0101 Halden;Pensjoner;2680;Ytelser til gjenlevende;12,99;24102018
2017;01 Østfold;0101 Halden;Øvrig;2661;Grunn- og hjelpestønad;23,34;24102018
2017;01 Østfold;0104 Moss;Arbeidsliv og sykdom;0634;Tiltakspenger;13,31;24102018
2017;01 Østfold;0104 Moss;Arbeidsliv og sykdom;2541;Dagpenger;94,20;24102018
2017;01 Østfold;0104 Moss;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;22,31;24102018
2017;01 Østfold;0104 Moss;Arbeidsliv og sykdom;2650;Sykepenger;225,82;24102018
2017;01 Østfold;0104 Moss;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;221,03;24102018
2017;01 Østfold;0104 Moss;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;733,88;24102018
2017;01 Østfold;0104 Moss;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;2,72;24102018
2017;01 Østfold;0104 Moss;Barn og foreldre;0844;Kontantstøtte;11,07;24102018
2017;01 Østfold;0104 Moss;Barn og foreldre;0845;Barnetrygd;89,71;24102018
2017;01 Østfold;0104 Moss;Barn og foreldre;2530;Foreldrepenger;81,87;24102018
2017;01 Østfold;0104 Moss;Pensjoner;0660;Krigspensjon;0,36;24102018
2017;01 Østfold;0104 Moss;Pensjoner;0667;Supplerende stønad;3,33;24102018
2017;01 Østfold;0104 Moss;Pensjoner;2670;Alderspensjon;1483,80;24102018
2017;01 Østfold;0104 Moss;Pensjoner;2680;Ytelser til gjenlevende;13,09;24102018
2017;01 Østfold;0104 Moss;Øvrig;2661;Grunn- og hjelpestønad;22,42;24102018
2017;01 Østfold;0105 Sarpsborg;Arbeidsliv og sykdom;0634;Tiltakspenger;15,98;24102018
2017;01 Østfold;0105 Sarpsborg;Arbeidsliv og sykdom;2541;Dagpenger;113,79;24102018
2017;01 Østfold;0105 Sarpsborg;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;46,96;24102018
2017;01 Østfold;0105 Sarpsborg;Arbeidsliv og sykdom;2650;Sykepenger;429,36;24102018
2017;01 Østfold;0105 Sarpsborg;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;511,49;24102018
2017;01 Østfold;0105 Sarpsborg;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;1328,54;24102018
2017;01 Østfold;0105 Sarpsborg;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;6,12;24102018
2017;01 Østfold;0105 Sarpsborg;Barn og foreldre;0844;Kontantstøtte;17,79;24102018
2017;01 Østfold;0105 Sarpsborg;Barn og foreldre;0845;Barnetrygd;158,80;24102018
2017;01 Østfold;0105 Sarpsborg;Barn og foreldre;2530;Foreldrepenger;165,33;24102018
2017;01 Østfold;0105 Sarpsborg;Pensjoner;0660;Krigspensjon;2,14;24102018
2017;01 Østfold;0105 Sarpsborg;Pensjoner;0667;Supplerende stønad;9,05;24102018
2017;01 Østfold;0105 Sarpsborg;Pensjoner;2670;Alderspensjon;2304,91;24102018
2017;01 Østfold;0105 Sarpsborg;Pensjoner;2680;Ytelser til gjenlevende;22,88;24102018
2017;01 Østfold;0105 Sarpsborg;Øvrig;2661;Grunn- og hjelpestønad;46,94;24102018
2017;01 Østfold;0106 Fredrikstad;Arbeidsliv og sykdom;0634;Tiltakspenger;25,84;24102018
2017;01 Østfold;0106 Fredrikstad;Arbeidsliv og sykdom;2541;Dagpenger;185,72;24102018
2017;01 Østfold;0106 Fredrikstad;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;62,54;24102018
2017;01 Østfold;0106 Fredrikstad;Arbeidsliv og sykdom;2650;Sykepenger;600,92;24102018
2017;01 Østfold;0106 Fredrikstad;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;623,10;24102018
2017;01 Østfold;0106 Fredrikstad;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;1831,35;24102018
2017;01 Østfold;0106 Fredrikstad;Arbeidsliv og sykdom;Till;Tilleggstønader tiltak, AAP og enslige;6,77;24102018
2017;01 Østfold;0106 Fredrikstad;Barn og foreldre;0844;Kontantstøtte;25,32;24102018
2017;01 Østfold;0106 Fredrikstad;Barn og foreldre;0845;Barnetrygd;221,65;24102018
2017;01 Østfold;0106 Fredrikstad;Barn og foreldre;2530;Foreldrepenger;240,31;24102018
2017;01 Østfold;0106 Fredrikstad;Pensjoner;0660;Krigspensjon;3,62;24102018
2017;01 Østfold;0106 Fredrikstad;Pensjoner;0667;Supplerende stønad;12,48;24102018
